region,month,latitude,longitude,temperature,rainfall,humidity,soil_moisture,ndvi_index,land_surface_temp,elevation,distance_to_water,flood_risk,malaria_cases,outbreak_risk
Rivers,5,7.88297777948539,10.043341731771841,34.81536462486556,170.16861655839907,75.23264271075665,0.23761091687329802,0.7504504779950569,34.757310568950054,413.5845929229874,44.560141284596526,0.9923260703039904,73,Moderate
Kano,3,6.551153933380007,13.056352948323909,28.08081562726256,295.24240958422655,72.90171563425723,0.2229958658386645,0.8247602193001787,30.04836453758695,868.8260553682508,5.390171630836501,0.15061146810274828,51,Moderate
Cross River,11,7.99131702400031,9.528669622376407,28.421887026523926,150.23839399476117,59.58611799342599,0.42521237021336805,0.18805680606643904,29.19367101983428,456.34341666659424,17.0178157883899,0.011066698887865822,35,Moderate
Enugu,11,12.07662077665546,11.858274918461893,29.78194685611255,146.39783259714483,73.9423063026252,0.8448791281070267,0.6185531130366757,31.265630330039773,790.0202180028525,15.097706638271823,0.3626809740613426,63,Moderate
Kano,8,13.664784551311856,12.48790861208116,35.68997717878493,94.67563861953859,71.04343529871292,0.4553951596642891,0.8768308586304204,37.50094819404342,390.75131560409,42.37568046508323,0.2515094071361298,51,Moderate
Rivers,4,10.359502304538449,9.157142948024216,24.758680276624116,171.38406080658137,61.73054867318173,0.2935324973786053,0.31849728265613597,28.99098454887347,1190.1438294134443,32.23468784304215,0.3896380467991002,38,Moderate
Lagos,10,11.821012254841065,9.434970220244026,28.337031091523365,136.25486102334418,83.439373443259,0.4849030051119607,0.7007956365123085,34.073852706414954,1101.634797856933,20.28181736150684,0.12683564196261254,56,Moderate
Borno,3,9.328248613126103,5.374016606662589,33.99132823208231,77.94659245085325,61.0645538290158,0.44445986095915946,0.4298343932855775,37.91192284863662,712.2585277526723,18.1068616414062,0.7112532604305781,53,Moderate
Enugu,6,10.248231420934378,5.93687013248501,27.66130063207616,116.96685866920446,70.29678929202885,0.9914535771439981,0.1509665083046163,28.060250208288497,1153.892501780327,1.1336323196013633,0.8626006361063618,62,Moderate
Kebbi,8,13.880866567365597,13.859318198330541,25.658339091931495,142.0569709897469,74.00385695053534,0.9770846894683962,0.659769794475429,27.31945825601253,682.908283297304,44.392726320634516,0.642401488895708,63,Moderate
Lagos,9,8.384188647019116,13.083955351959817,29.66531532458093,127.63836047039445,86.51071514270444,0.7895416166510905,0.2967322036365738,30.74058915831251,1024.3523190574517,39.93042848054475,0.5318909499431911,27,Low
Borno,6,4.662546969541999,3.121470702481368,21.868185386204658,50.2152151081676,68.92473874497449,0.8631446321149518,0.5771338923675172,20.14692722297341,1144.095798854564,22.944518216443527,0.7467190165723311,50,Moderate
Kaduna,5,13.570069178193547,13.432651031856748,30.48601689691784,229.7187535642146,59.31494668841349,0.4030861261910079,0.15655573365523248,32.57928727976324,1171.4938265264382,2.536263667765761,0.02493823483402624,52,Moderate
Benue,12,11.930617209035477,3.302818627041625,27.9909459256524,236.30594328610687,50.66676709080861,0.630139586499395,0.19617971259622202,31.411591127947116,1166.8216293239502,44.67465966941263,0.7620214668522884,49,Moderate
Oyo,11,7.983103678635713,8.49936483530794,31.543839746802906,232.8013157703239,61.34266104606611,0.9987959337230814,0.10461489739422279,29.980798123660694,1050.1600768417259,14.928856410467047,0.5300065514751182,65,Moderate
Kebbi,2,13.823950536227688,3.809192713330832,26.222140871260734,89.24364961257584,83.77365659447398,0.4585713621383926,0.2742744827615152,26.611852558620466,486.01950842408485,18.24897289170581,0.5963445548608493,56,Moderate
Kaduna,2,7.455357503486262,14.625877661486028,30.810338180802177,67.53612290660452,86.92129737871575,0.9889527931102651,0.20454364292772365,30.9368550028488,1190.6660873129215,44.64413636699498,0.9269959012222493,40,Moderate
Rivers,9,7.721201960080287,14.667831069650594,29.84311301172451,109.33704815582176,77.03103597544808,0.3506062840627766,0.3349310788143244,32.401975578042006,939.8484984933604,28.54284146682118,0.7933378124443705,43,Moderate
Kaduna,2,10.097313531899207,10.330451303599407,24.27652690906892,189.77163647695374,92.67477472188332,0.6961128685387197,0.26329020698785743,27.26277457576753,1024.50946084267,23.885934062153705,0.9162011611175579,53,Moderate
Benue,2,6.743473861553567,7.7064589298824036,25.22262643274179,436.4614730145746,73.4981319491014,0.8255519052554499,0.3108783478946062,31.009441974773253,963.3950711000178,22.697878018222646,0.5620628112474163,81,High
Rivers,3,10.985714851307328,9.143913002334951,33.91781080498846,119.29962217450492,71.5696291767438,0.6745428851369879,0.20297881140663138,36.007705880207794,696.075238211333,26.979948560958945,0.48981457968665876,55,Moderate
Kebbi,3,5.528503039505059,12.147591845782989,32.8310918206835,114.67562275618697,87.47766788398384,0.44712441076781817,0.2420756056138699,36.52495175512401,658.6089345287289,7.013054978538282,0.26824422609160714,50,Moderate
Benue,4,5.080253193581536,5.678315516642204,22.07976846996858,99.85575846346167,57.514779121716614,0.8511874605241949,0.32559154712904004,23.838849871954412,508.53313809016083,13.686149554563173,0.6677283788084009,63,Moderate
Kano,7,9.348780075641557,8.300669894603153,27.25833230179042,58.61544441419429,50.681274413697814,0.36139640335726153,0.44902108908023064,28.45034167794683,167.84834107568366,1.471750987472485,0.29801262301671105,54,Moderate
Oyo,9,9.554936823944011,11.847224283037018,30.262508055148988,156.47092195522396,89.6808513977495,0.5442290725654282,0.3102193425633211,31.46807728654267,762.702663597815,45.989862572920096,0.15933978568397666,30,Low
Kebbi,2,5.066550696296906,7.744709734045527,31.131579071064714,239.34710888116928,74.03501937176328,0.4237919208040921,0.24995208543069047,34.087962385086776,399.3498385473107,44.77001214587086,0.662823183688551,57,Moderate
Kano,4,13.64176261131151,3.383958265112357,30.0991832304299,184.51682963912214,83.52035921434839,0.5963126637774612,0.6092265622006621,31.35780110834969,246.49546455128333,31.214025845291324,0.5393334026941264,62,Moderate
Borno,9,9.732866576070837,9.088733028661437,30.516269202587484,126.57878861623054,78.30150004353035,0.5099310972123081,0.3900660852615948,29.605114017486123,328.952945723639,20.455403554279638,0.32639713045788,54,Moderate
Kebbi,2,5.510349924969261,11.84893395047456,27.560784875437356,76.53377993757174,79.87494007922015,0.34327835598614975,0.582686687411304,29.64495926114625,476.8860484190748,29.567003823033502,0.5136192209147241,46,Moderate
Borno,10,7.11442524332299,14.72179691021472,29.696120736537555,104.30610286464032,76.43022789084213,0.793510223264517,0.41959871909294666,32.23502310636321,29.23214023323458,22.17295752691785,0.19440481406037557,57,Moderate
Rivers,11,12.002342139331626,3.4445538383682086,25.082287742864693,192.30034898554072,82.63401984616581,0.3412968200806421,0.4309579193884613,26.816887457282558,432.03968566004323,43.27650757340513,0.5625303670129367,30,Low
Kano,1,9.232315278655317,9.479047225811726,27.53172659699871,129.78931464892574,55.107140779635685,0.636516174785728,0.40093422687746016,29.352228719262428,772.0673642024465,28.96680330686968,0.680748695892153,55,Moderate
Oyo,10,5.881483485465556,8.39926394566749,20.66111973956692,329.69733569773183,61.291639881547795,0.8436625559205364,0.7820313336912068,23.309718051979885,256.44389578921084,39.090193055011454,0.472380659946832,61,Moderate
Benue,8,5.028489720618047,5.909385471491279,24.772032290254486,173.52931204414116,71.56106019397298,0.5866152126597619,0.4069854361388666,25.903276739798084,270.77442038362756,7.509207844078967,0.15887308174458148,52,Moderate
Cross River,9,8.307744122374848,10.653152640566852,25.479919511051342,184.2977683133007,82.24071568685673,0.9094874435022884,0.5811429521698142,28.24926917305683,205.4283187619474,46.351077697960434,0.7408443829268712,45,Moderate
Kaduna,7,7.374147086864342,4.963469914269385,25.679045007811467,121.71415602988462,63.88241167919734,0.543047588406014,0.4734555809503579,28.04652529518436,301.49209898693044,6.143661487088424,0.9441266531882454,66,Moderate
Lagos,8,10.559173524819734,6.406377207778233,31.916189394246896,169.90447945094198,86.32485836009602,0.9765674607433492,0.5739217982378789,34.40756699932628,51.0975104384837,37.72578135415881,0.469018675419827,70,Moderate
Oyo,4,13.252469869511653,12.381088682101492,22.71023372602116,122.24436346521514,52.940261098029126,0.21992246981950087,0.25662748135878466,26.669703804277212,1174.5970606215049,21.87957674506904,0.9776312060457215,45,Moderate
Kano,4,6.477302857741588,8.524940880306659,26.444760987976654,156.7370678671738,85.59053321498932,0.83285741941143,0.19503164003296788,29.364482047054906,100.85640066477237,33.77572137019867,0.061307920599002586,38,Moderate
Cross River,2,12.552339332828451,14.924047763038617,31.576963548322908,204.87087334161873,81.45766574729024,0.7662873793122669,0.5724437156306004,29.77709181741228,879.3371376116609,44.40074882251028,0.9877815924277128,72,Moderate
Oyo,8,13.204619784452005,7.637528929785528,23.700641462364274,84.15123929419174,52.93679253108783,0.6888571925537796,0.8865190371035497,27.117324829224927,338.3565663522087,25.109405938271028,0.6441905398977769,71,Moderate
Kano,11,13.020025994699015,8.559132793202597,34.07527450262378,173.18736084405396,51.423592838248574,0.43688500975462796,0.30632208159753016,38.54251362673245,606.5739882436627,46.778485383436745,0.952262534604467,47,Moderate
Enugu,2,13.520773299454353,6.603093145062409,29.7144453363606,154.16707807318835,87.79575583791629,0.688571486208938,0.10122650687254149,34.19474901283147,411.74942457019034,12.346517840801047,0.181875827230648,48,Moderate
Enugu,9,12.421086221292754,5.835523274292545,31.756689807604936,307.7794602144885,56.51573621391499,0.6756566948748803,0.8302824178557361,36.52774441126529,1165.374118349756,44.32392907331827,0.47734567849604703,64,Moderate
Borno,4,9.934860053966702,14.067376934337805,25.222048273601246,95.29778717672657,61.398657909882175,0.3195220089897715,0.205280497330811,27.992207797012554,443.2358635389866,21.0749003250514,0.9773119465427748,41,Moderate
Oyo,1,8.098460987102419,11.985919681544772,25.960176411581077,136.8927050448431,90.33309101067381,0.9038760017896208,0.7937664767548995,28.267349739381118,548.389448135706,24.568828475478046,0.3902693779560784,55,Moderate
Enugu,4,8.916877860337713,7.00083038641696,28.42955250264322,110.14378760131136,65.42941423362825,0.6276923012382969,0.5114320693830215,29.443043624856692,1186.6518720459921,21.821495640510992,0.6825496867168626,47,Moderate
Kano,3,12.726121748775853,11.401871875748697,32.246989652809226,79.23841098776448,73.86957019870167,0.2712442901572457,0.24305313221406105,31.3984027034226,137.0078893148523,9.370461955673097,0.19018334773369472,32,Low
Borno,12,7.013983774171825,14.589405005238728,32.126728240004056,158.3981494575087,51.39572464508903,0.5132543144481332,0.25750657734338267,34.90965916630956,368.864635347722,34.491028316553866,0.8562977380465996,51,Moderate
Kano,6,5.592616943410944,3.888575587366967,30.588918438622468,49.32565937872337,75.60554863297357,0.37321380908626856,0.5217413686761954,32.46245755452007,474.7975375997517,27.117653099171065,0.26368900044406685,40,Moderate
Borno,7,5.408192181337951,6.174052852450312,28.125110206136416,119.57411107866567,82.10863189329581,0.33490530745078373,0.7357251808138823,28.390593621665065,550.6587815279555,40.48923352878907,0.15448236899173606,32,Low
Oyo,8,12.269946099050005,5.406942590340017,25.92216654385922,121.33730303217763,75.42985866292462,0.957094227380384,0.7485272388412918,29.572757769424125,1149.6841864711535,45.86168954893877,0.5507190232479534,56,Moderate
Cross River,2,11.614856863300977,13.437397963732922,33.204326282527575,110.9718212019688,86.3906169641498,0.7398649722176118,0.2904191705285644,33.71447553997856,470.5100666665839,13.01043716122732,0.2470642518644055,41,Moderate
Benue,6,8.976453410463415,5.150283954618192,27.58470120408813,101.66454770379234,84.94496849385703,0.4412679634971757,0.6687976487388425,30.712701049012644,352.22000803540925,36.20790534169809,0.7654562760614902,63,Moderate
Kebbi,6,6.748714280921531,6.696911951875968,22.83682087360131,63.3749943113287,71.55994072131202,0.7426812701462928,0.48368042079569595,24.813351363262427,390.84154034727425,13.883031181646464,0.8387144310908409,54,Moderate
Cross River,10,10.776131755426114,9.526329279914217,25.156470795810762,126.91474894965307,79.02980426965468,0.8424323086790555,0.5963017119930177,29.718924274879235,169.04297342582834,35.14201738921154,0.5191447322703843,51,Moderate
Rivers,12,4.384330974324698,10.453132267043397,26.18557144204268,232.5075682282268,62.44867026949163,0.4535453974967889,0.20373003121172575,31.557663016290853,186.07168430445006,16.75254065375532,0.021183279036944724,39,Moderate
Kano,5,9.682278156666614,12.698205150391871,27.630173691287283,169.64898076463103,66.13804962738374,0.9878508779583901,0.4474789759064707,31.05252431055425,305.6679879758196,41.28703443132135,0.38975778604758904,48,Moderate
Rivers,10,7.984251687394637,7.887878958646844,28.708590200600806,175.26603579784734,77.98480252912772,0.9051616581705879,0.19860268326851882,28.863194284128937,223.02715703595456,40.18378787947584,0.02923993113660006,35,Moderate
Cross River,10,13.778596338119685,9.410936671846713,23.52736135063304,182.96641168378304,79.7185965078411,0.8377048032995877,0.5020392538577907,25.019794949866675,418.46876200336334,10.422608166100868,0.8992605841772311,69,Moderate
Borno,7,9.07560249110526,14.585544900530465,27.06155536522776,139.34304856648333,53.84107183873774,0.7721986125133073,0.14916298347593432,30.189351773000364,185.3897424779362,46.26605616486497,0.2736254802144745,36,Moderate
Kebbi,3,9.52267752450268,6.568340839720875,27.570157022194003,99.88225470789794,86.86576296400693,0.23099157023604883,0.20688742839975546,28.978320232808834,687.4260216065642,22.001928230928666,0.9742054035918619,48,Moderate
Kebbi,4,11.123626634428192,5.977130533983898,28.19279492029067,276.80888784316693,78.67279817361879,0.21792299367017665,0.36009821308084655,32.4582459156682,1141.768337471017,23.758227880478415,0.29714026422669637,52,Moderate
Lagos,10,8.845384811256466,11.527190296101018,25.887365462136906,111.34019306062115,64.73084019527406,0.33185340346363035,0.5089293699727474,27.65659281042761,607.7574520028221,13.452466558646426,0.4363084037105821,54,Moderate
Kebbi,9,6.245686192767514,12.253635254405662,38.889395896911296,222.28718551783848,60.186225530753475,0.9335419366499325,0.19169896322312782,41.923864360634326,546.8832481579532,17.79490742789313,0.008899910761581031,46,Moderate
Benue,4,9.37277846548448,7.977346838163699,27.575736627989198,287.5523642762165,77.13879877975432,0.37386550626235826,0.8032369537591407,30.893835507513202,239.1887789176305,24.173189763097117,0.9596755957725757,87,High
Kebbi,3,13.442688708907204,5.555747018662688,26.61887734668373,124.6814837862437,81.31497526694778,0.760908249546911,0.3242578596185417,29.77807962226825,282.4066115911398,8.4683711369148,0.49765352574583466,52,Moderate
Cross River,2,8.099109881684718,12.347071869736707,24.608004249371106,92.49891057028928,91.77825574709126,0.983921178836028,0.567057889567945,24.950460086588794,753.8742606879696,29.111419492386144,0.12657563564289376,50,Moderate
Lagos,5,10.796409549996731,11.045914743348458,32.05053060216749,241.9800177289216,58.32461407557924,0.9498201430561191,0.21360871453496674,37.030296199214504,159.0163722011205,28.463502331560182,0.8250513910128219,61,Moderate
Cross River,4,13.78034188885685,13.514733615362871,21.579940572191678,108.57497682029891,72.6313349680807,0.5202368467549876,0.6909075722035568,23.93037491315058,228.83715743258978,25.826572975058227,0.2800580578922145,33,Low
Cross River,8,12.299223129834905,13.131917571925456,21.88463963892342,220.9965107894741,92.98308521175274,0.7448839799878821,0.5317343118268856,23.356290239321286,710.7897909617384,15.49706204484907,0.009840386630932119,41,Moderate
Kaduna,7,10.590341330833237,5.4623422140508,28.865839255959763,180.1190970534338,90.92896026001547,0.8074383386292583,0.847358995291921,27.907009642507383,887.4585238029882,3.038710756116119,0.6742032679726269,72,Moderate
Lagos,6,11.359964883305143,12.988070161064165,30.860934266951976,128.78605576663116,71.50524824522024,0.6396171067808307,0.6497725520280591,29.922864591441865,1131.4165154432148,42.386913068480965,0.2579549946691916,42,Moderate
Cross River,11,13.364832480170751,5.102084893426845,28.64448398100318,61.61481020245374,74.8417766619513,0.6184237937404773,0.8852540928972846,29.434020095311617,228.68071337453662,22.943342619198532,0.9575977845963737,78,High
Kaduna,12,13.597521044003566,13.364446845334866,37.11718635448404,165.93189076400506,91.24257636593896,0.3788012237475455,0.749946583073693,37.85248014770327,866.8494270302224,35.59397795531332,0.17428736395113587,55,Moderate
Kaduna,2,13.689681303219958,12.24385120839214,26.920946595024343,153.66929719507303,51.44560691447065,0.7407241917508511,0.5240281202841944,26.37925896548962,306.92245631382804,4.289297485462832,0.2805978344507247,65,Moderate
Lagos,3,10.25641628202522,9.838332891388783,27.78759848028448,187.16982354676733,93.92905286862941,0.4350432432088641,0.28002539125855797,28.736136011887783,209.14771725787384,7.839561776420752,0.5689612861885733,53,Moderate
Rivers,10,7.847116498652365,10.706660109725355,28.83821938773829,249.15072009117813,93.9647350845635,0.4468844719185839,0.3723308687528022,32.83303277160209,988.7536374940069,38.6842554558877,0.9367672709423163,52,Moderate
Borno,9,5.331531289562999,4.2489512504970985,29.167247264372705,294.7547810051168,92.49644345065295,0.4125650299537725,0.40036109784043006,31.928903591618493,371.634395118068,33.76721587845421,0.34141609544709084,42,Moderate
Benue,9,7.855480013404029,3.4786221778359843,28.506624470537954,169.60757819097014,93.44771153031996,0.25266081696442266,0.8305208705987146,28.150833885347375,411.3969420586233,35.26835870653726,0.4708773537867742,51,Moderate
Borno,5,13.42955454735619,6.967760900806903,28.30502197865151,104.08697574544018,63.68308121314099,0.8749223469609204,0.3058894923434101,32.371588943151544,487.09904462727775,1.724190115301362,0.09524264343809574,55,Moderate
Kebbi,3,12.897970805923896,12.856869737006281,23.77536756268245,219.69560403146454,51.66806252395394,0.8904511523915881,0.6777349053795997,27.79867057464459,74.35788916148495,19.39833558595289,0.0976404972808983,69,Moderate
Benue,2,9.236596620628786,8.58942687815967,31.754325717638867,113.15942785474203,62.79556130550466,0.7790039289874102,0.5705032214225964,30.65442944309629,1055.5382596676193,16.014563599673195,0.8355103991704237,62,Moderate
Kebbi,8,9.37007286593924,5.680728360638483,32.9165941881509,51.702342935351986,65.55490133364322,0.9421928333117644,0.23747325542914305,37.693884678127475,1165.9140727707252,40.104259414027894,0.25577039958796577,33,Low
Cross River,6,7.089203495949695,13.014586798977788,27.113680136900047,126.62432174214567,65.86091514124537,0.7050666016638965,0.3146368080583664,30.420768986376984,262.3415918273224,19.846927679601933,0.6933500782848689,58,Moderate
Kano,10,8.545078900704814,5.743527103787676,28.823301043999905,114.96509003037296,80.62064825009564,0.7117040303334485,0.3271645189914346,32.86468884201636,109.6034778575483,0.8565100526324598,0.1513140862149468,59,Moderate
Lagos,11,11.144484939393951,12.785924678891302,35.220549523488266,173.19990497350048,88.8627702650993,0.9101430152885082,0.24335608421043542,35.277452348910494,598.2403810205499,20.625758068079392,0.3065489958435206,57,Moderate
Benue,12,8.024307256477918,8.43575437101778,25.98695448530642,321.0265679066233,59.98940422693475,0.3668338786741215,0.7275892162937939,27.328866214025595,796.9225471438089,14.553433626301498,0.623816095998487,69,Moderate
Benue,7,5.879838720760338,8.561938647207382,29.821856790679224,251.0730793070414,70.12772469484284,0.5483739143973679,0.35059546078329873,30.855649274955812,602.1875146745824,38.33929709859952,0.061786283037741474,45,Moderate
Cross River,1,9.408595788250778,6.2726353182989065,29.397191120875647,281.3189603571232,67.03300665677847,0.7633104702935307,0.5270178621236544,29.972812366941117,790.0334367897367,34.05661587270126,0.33163007123817734,41,Moderate
Rivers,1,6.25336911454328,13.80208825079223,35.41715137066481,76.97235825769683,84.40709585036763,0.4149253715609635,0.6894389937217649,36.08044788200604,1142.3347544873313,35.081391331307564,0.3134397870353619,35,Moderate
Kaduna,10,13.742875560126,4.065423308329609,36.43034170928864,317.17262402368743,64.30528739899525,0.3828986916782037,0.8749765363381378,36.595585122791306,411.1144460500285,42.86968167758327,0.10875316982551131,52,Moderate
Cross River,2,7.903399140119541,4.732875615642294,32.18483499054793,159.954300347829,52.529719805827156,0.9186172590485928,0.8281385126024824,35.4085739532984,1068.198864197006,47.824615590511264,0.36369551538607847,52,Moderate
Enugu,10,13.096649716091163,10.630617218954493,43.170161292394724,192.2765070115481,65.02116529304033,0.9968060784955306,0.26968679660413697,45.549897360802646,662.6670748287565,49.096252336091844,0.6650264445109694,72,Moderate
Kaduna,3,6.255539966036243,13.201383189076179,29.11450969928863,94.6680661149818,65.92869956214037,0.509126654628137,0.8152757868287924,33.323878937373266,861.4702597357505,49.08671005523469,0.7997686878591622,45,Moderate
Lagos,12,5.892090053057764,4.145415002222731,11.138200627856186,245.09016565672667,87.0073883456078,0.38928348044920763,0.7769072154445222,8.332221118584787,1001.9296100399795,43.77916106458467,0.31965061393304106,36,Moderate
Kaduna,1,10.169011290397375,11.805026992999299,26.95474301451404,132.33333751327729,74.6552437003622,0.5235675981979251,0.12393370480404711,29.760041660820175,334.3025406507292,29.75326442944727,0.6141354279809147,32,Low
Rivers,5,11.793790783033206,11.910138397673837,27.19591782178303,106.60131593115545,73.55817517978534,0.4430818273403066,0.8076860845616121,27.978251392459203,439.1517702813764,12.79708805629411,0.07838131537162063,53,Moderate
Kaduna,3,9.667645638523757,9.978272761979138,35.201151129672446,115.60044652867094,76.94730143370703,0.8574071051166376,0.5275576845984266,36.25139922644928,67.26934486034807,1.0426403406626463,0.6498638400549616,61,Moderate
Lagos,1,6.2979568360525935,8.840736578035957,28.25323175295975,113.36720632670719,75.26542538975356,0.9207701864878739,0.25326091513770194,29.685245681158513,939.4930588893612,17.941931291024364,0.5043336140859578,53,Moderate
Rivers,8,4.378943628839961,6.853053111690414,34.30497067132975,183.66634501713096,80.67425307582889,0.512737223996147,0.8962587555678456,41.02715113784683,103.53989344612002,41.29014117869208,0.5810581868240319,52,Moderate
Borno,12,10.18288821191005,7.217541509191998,32.21778256061591,84.91314736842297,90.67532206719468,0.6796610289355358,0.3495103262513689,32.75177595264188,515.9715617694508,35.42319421358033,0.6885946187044356,38,Moderate
Benue,11,5.310372253655483,11.09320166898565,30.1770686397981,95.45040910291235,89.43585599410702,0.26301091649697406,0.25012484833120296,33.34208416592376,986.0752680737071,7.45688268417375,0.7974013028001277,46,Moderate
Benue,6,7.431763870323312,3.7834474945669236,30.613364266277554,125.17628932957003,72.28936304800759,0.5697508061480164,0.23840635777527447,36.169695394820714,141.71089341149644,0.5349293691775527,0.02670344048799611,43,Moderate
Kebbi,9,10.757847536712315,10.019219850535507,30.136957708735682,69.5529444388098,88.10531703846496,0.2054702375952517,0.5210623062962314,29.73623032528924,1192.2336359183466,13.515345677979843,0.06728409266752955,41,Moderate
Borno,3,4.980234405829319,6.3447863094341646,33.550769745296144,220.70467306892817,88.8362851770482,0.7368757407134958,0.23982652086525588,35.44736050991268,686.0838250995995,38.583461435483976,0.7372823820347575,54,Moderate
Borno,9,5.272514797839558,8.59927094332731,27.99908718506273,198.85341959662122,85.529712304259,0.34081656192838683,0.515860436919754,27.372770660693995,167.49354856585416,33.443099333357544,0.6070665029257853,57,Moderate
Kaduna,9,4.616662073074041,9.707755421402382,27.47246615113933,116.404740855219,51.892438721034644,0.9024333080488613,0.6897731654457206,27.939738553334113,36.801726759771924,33.09128925516071,0.33678230356217664,57,Moderate
Benue,12,13.960791289068267,13.627912123611974,30.641700043124153,139.12855180201026,79.79239017483096,0.704023011844715,0.8589140102299377,33.562201552734635,416.8561320660387,35.002974193828884,0.7428134658846787,66,Moderate
Lagos,12,7.870767686015812,9.948898659988258,29.78019187817571,189.43056267886215,64.09460428346271,0.9425057531812175,0.39407942023460263,31.6809204821494,280.24084076106675,13.936616262403158,0.542844243152297,63,Moderate
Oyo,1,13.057951677346345,5.725914859668228,28.16606657525295,112.18063523912116,89.2976086897564,0.9505336561776863,0.8807217772942217,26.840907495664666,566.9780618758227,29.765905419699266,0.541384372312589,59,Moderate
Oyo,3,6.935856384242821,3.953513438068524,37.74140107884659,157.09500657146774,62.77829727733275,0.33533067570168856,0.8911278151405115,40.86156171591198,570.000753281303,48.97877160318456,0.6577033394986777,55,Moderate
Rivers,6,11.532025651404958,10.52386079509166,31.857099314084977,165.1526554450583,91.3381674658861,0.6105323106700498,0.5704222718162798,37.446124881496104,203.9446779570653,14.362787566175196,0.8401556542287651,75,High
Benue,8,6.1906661631237885,9.54058075621367,26.76486250735707,248.4172610292945,77.68043686505328,0.35636853204101515,0.34198449000859354,29.897138454586283,797.5292426336807,43.35726195047149,0.26674240669799465,37,Moderate
Benue,4,8.983247096482502,11.061574758912744,31.397604896850822,221.10692432662552,79.02749500231698,0.5625109811613069,0.782446389446067,32.38966733144145,506.667208022886,45.34740821145769,0.9932609693834171,72,Moderate
Oyo,5,12.246157392957796,8.512758949648044,25.234149274334186,176.89381450011658,89.94812311332925,0.5600754180254834,0.1425989776825503,25.232733962262266,766.8387519471612,20.18213129095424,0.36723036795238273,48,Moderate
Benue,9,12.163343988950826,12.901510167996335,24.41634514208934,150.08952151958337,94.34313539763559,0.7885999341651779,0.45253140660218205,26.524002386594383,1039.1860070750256,4.192778191658287,0.565440274788741,54,Moderate
